name,percentile
log_flux_r,0.6832
log_flux_r,0.9792
log_flux_r,0.8336
log_flux_r,0.5408
log_flux_r,0.8432
log_flux_r,0.9824
log_flux_r,0.984
log_flux_r,0.672
log_flux_r,0.9344
log_flux_r,0.0816
log_flux_r,0.6992
log_flux_r,0.4928
log_flux_r,0.0112
log_flux_r,0.6576
log_flux_r,0.7888
log_flux_r,0.064
log_flux_r,0.504
log_flux_r,0.9072
log_flux_r,0.6352
log_flux_r,0.9888
log_flux_r,0.032
log_flux_r,0.9472
log_flux_r,0.888
log_flux_r,0.4224
log_flux_r,0.768
log_flux_r,0.6224
log_flux_r,0.0448
log_flux_r,0.7696
log_flux_r,0.976
log_flux_r,1.0
log_flux_r,0.7376
log_flux_r,0.128
log_flux_r,0.5008
log_flux_r,0.2752
log_flux_r,0.9888
log_flux_r,0.8128
log_flux_r,0.1536
log_flux_r,0.9616
log_flux_r,0.8784
log_flux_r,0.0064
log_flux_r,0.608
log_flux_r,0.6592
log_flux_r,0.8816
log_flux_r,1.0
log_flux_r,0.2272
log_flux_r,0.344
log_flux_r,0.4816
log_flux_r,0.16
log_flux_r,0.704
log_flux_r,0.0672
log_flux_r,0.2416
log_flux_r,0.1008
log_flux_r,0.0112
log_flux_r,0.576
log_flux_r,0.3856
log_flux_r,0.504
log_flux_r,0.84
log_flux_r,0.2704
log_flux_r,0.9168
log_flux_r,0.8224
log_flux_r,0.2704
log_flux_r,0.1088
log_flux_r,0.1936
log_flux_r,0.5328
log_flux_r,1.0
log_flux_r,0.2816
log_flux_r,0.4912
log_flux_r,0.9536
log_flux_r,0.6256
log_flux_r,0.9248
log_flux_r,0.416
log_flux_r,0.8224
log_flux_r,0.3552
log_flux_r,0.8096
log_flux_r,0.3344
log_flux_r,0.1568
log_flux_r,0.2752
log_flux_r,0.1344
log_flux_r,0.624
log_flux_r,0.1936
log_flux_r,0.3056
log_flux_r,0.5632
log_flux_r,0.0464
log_flux_r,0.5184
log_flux_r,0.52
log_flux_r,0.4336
log_flux_r,0.0912
log_flux_r,0.4112
log_flux_r,0.088
log_flux_r,0.8976
log_flux_r,0.5024
log_flux_r,0.9328
log_flux_r,0.9152
log_flux_r,0.7312
log_flux_r,0.0096
log_flux_r,0.8112
log_flux_r,0.8064
log_flux_r,0.9408
log_flux_r,0.784
log_flux_r,0.9008
log_flux_r,0.1248
log_flux_r,0.92
log_flux_r,0.272
log_flux_r,0.1216
log_flux_r,0.9888
log_flux_r,0.928
log_flux_r,0.768
log_flux_r,0.9904
log_flux_r,0.84
log_flux_r,0.488
log_flux_r,0.5184
log_flux_r,0.1296
log_flux_r,0.6592
log_flux_r,0.4656
log_flux_r,0.0
log_flux_r,0.0032
log_flux_r,0.4176
log_flux_r,0.2544
log_flux_r,0.664
log_flux_r,0.1168
log_flux_r,0.2928
log_flux_r,0.0
log_flux_r,0.808
log_flux_r,0.2704
log_flux_r,0.4976
log_flux_r,0.952
log_flux_r,0.1904
log_flux_r,0.2624
log_flux_r,0.416
log_flux_r,0.6272
log_flux_r,0.088
log_flux_r,0.568
log_flux_r,0.6272
log_flux_r,0.6304
log_flux_r,0.2688
log_flux_r,0.584
log_flux_r,0.2048
log_flux_r,0.3248
log_flux_r,0.2192
log_flux_r,0.2528
log_flux_r,0.1392
log_flux_r,0.5472
log_flux_r,0.1008
log_flux_r,0.3664
log_flux_r,0.5264
log_flux_r,0.4048
log_flux_r,0.304
log_flux_r,0.6544
log_flux_r,0.1008
log_flux_r,0.0208
log_flux_r,0.32
log_flux_r,0.0896
log_flux_r,0.488
log_flux_r,0.2896
log_flux_r,0.9296
log_flux_r,0.7408
log_flux_r,0.056
log_flux_r,0.9712
log_flux_r,0.072
log_flux_r,0.5152
log_flux_r,0.9328
log_flux_r,0.5024
log_flux_r,0.9792
log_flux_r,0.4512
log_flux_r,0.5104
log_flux_r,0.176
log_flux_r,0.8816
log_flux_r,0.9408
log_flux_r,0.4688
log_flux_r,0.4592
log_flux_r,0.3264
log_flux_r,0.9808
log_flux_r,0.1808
log_flux_r,0.1376
log_flux_r,0.4208
log_flux_r,0.6016
log_flux_r,0.6144
log_flux_r,0.8928
log_flux_r,0.7184
log_flux_r,0.6288
log_flux_r,0.1296
log_flux_r,0.3024
log_flux_r,0.6464
log_flux_r,0.1168
log_flux_r,0.9472
log_flux_r,0.8768
log_flux_r,0.8928
log_flux_r,0.328
log_flux_r,0.0384
log_flux_r,0.4816
log_flux_r,0.0096
log_flux_r,0.9744
log_flux_r,0.1232
log_flux_r,0.7904
log_flux_r,0.352
log_flux_r,0.256
log_flux_r,0.2912
log_flux_r,0.872
log_flux_r,0.9216
log_flux_r,0.2416
log_flux_r,0.4336
log_flux_r,0.2224
log_flux_r,0.312
log_flux_r,0.3728
log_flux_r,0.288
log_flux_r,0.7152
log_flux_r,0.3504
log_flux_r,0.8864
log_flux_r,0.3072
log_flux_r,0.5184
log_flux_r,0.6176
log_flux_r,0.9872
log_flux_r,0.9904
log_flux_r,0.3648
log_flux_r,0.5232
log_flux_r,1.0
log_flux_r,0.3648
log_flux_r,0.9728
log_flux_r,0.2768
log_flux_r,0.8
log_flux_r,0.648
log_flux_r,0.1136
log_flux_r,0.6048
log_flux_r,0.88
log_flux_r,0.72
log_flux_r,0.5808
log_flux_r,0.5392
log_flux_r,0.9568
log_flux_r,0.816
log_flux_r,0.9888
log_flux_r,0.2112
log_flux_r,0.1792
log_flux_r,0.7632
log_flux_r,0.8352
log_flux_r,0.6624
log_flux_r,0.0432
log_flux_r,0.9792
log_flux_r,0.6304
log_flux_r,0.4944
log_flux_r,0.3888
log_flux_r,0.0496
log_flux_r,0.0272
log_flux_r,0.1568
log_flux_r,0.1568
log_flux_r,0.4672
log_flux_r,0.0912
log_flux_r,0.5312
log_flux_r,0.9808
log_flux_r,0.6304
log_flux_r,0.4784
log_flux_r,0.056
log_flux_r,0.9616
log_flux_r,0.9936
log_flux_r,0.256
log_flux_r,0.6224
log_flux_r,0.6672
log_flux_r,0.6192
log_flux_r,0.7888
log_flux_r,0.8656
log_flux_r,0.1552
log_flux_r,0.8512
log_flux_r,0.2992
log_flux_r,0.72
log_flux_r,0.1312
log_flux_r,0.1008
log_flux_r,0.072
log_flux_r,0.6128
log_flux_r,0.3984
log_flux_r,0.616
log_flux_r,0.224
log_flux_r,0.8384
log_flux_r,0.2
log_flux_r,0.5696
log_flux_r,0.7968
log_flux_r,0.5904
log_flux_r,0.3584
log_flux_r,0.0736
log_flux_r,0.072
log_flux_r,0.4432
log_flux_r,0.9088
color_ug,0.3824
color_ug,0.216
color_ug,0.7488
color_ug,0.7056
color_ug,0.1328
color_ug,0.0256
color_ug,0.9056
color_ug,0.3792
color_ug,0.2736
color_ug,0.3664
color_ug,0.7584
color_ug,0.2544
color_ug,0.6656
color_ug,0.4672
color_ug,0.96
color_ug,0.4848
color_ug,0.1648
color_ug,0.4256
color_ug,0.1888
color_ug,0.1504
color_ug,0.6272
color_ug,0.8208
color_ug,0.0576
color_ug,0.4368
color_ug,0.6352
color_ug,0.9824
color_ug,0.32
color_ug,0.032
color_ug,0.7808
color_ug,0.7024
color_ug,0.0192
color_ug,0.984
color_ug,0.4976
color_ug,0.512
color_ug,0.3952
color_ug,0.3392
color_ug,0.7856
color_ug,0.32
color_ug,0.0048
color_ug,0.1168
color_ug,0.984
color_ug,0.6976
color_ug,0.6768
color_ug,0.0592
color_ug,0.168
color_ug,0.32
color_ug,0.112
color_ug,0.104
color_ug,0.976
color_ug,0.0816
color_ug,0.6784
color_ug,0.9632
color_ug,0.024
color_ug,0.76
color_ug,0.9536
color_ug,0.3584
color_ug,0.8736
color_ug,0.1792
color_ug,0.016
color_ug,0.2416
color_ug,0.4288
color_ug,0.0368
color_ug,0.2256
color_ug,0.9136
color_ug,0.016
color_ug,0.2928
color_ug,0.568
color_ug,0.2528
color_ug,0.6592
color_ug,0.544
color_ug,0.8944
color_ug,0.5216
color_ug,0.5744
color_ug,0.784
color_ug,0.256
color_ug,0.4208
color_ug,0.3008
color_ug,0.1296
color_ug,0.888
color_ug,0.976
color_ug,0.2768
color_ug,0.8128
color_ug,0.6192
color_ug,0.736
color_ug,0.5712
color_ug,0.0928
color_ug,0.1616
color_ug,0.4944
color_ug,0.4688
color_ug,0.4736
color_ug,0.9552
color_ug,0.7824
color_ug,0.424
color_ug,0.0144
color_ug,0.1136
color_ug,0.0224
color_ug,0.432
color_ug,0.6656
color_ug,0.4736
color_ug,0.2848
color_ug,0.9584
color_ug,0.672
color_ug,0.5136
color_ug,0.3824
color_ug,0.9136
color_ug,0.64
color_ug,0.2928
color_ug,0.7728
color_ug,0.3376
color_ug,0.3216
color_ug,0.248
color_ug,0.3456
color_ug,0.48
color_ug,0.8432
color_ug,0.344
color_ug,0.0368
color_ug,0.4528
color_ug,0.84
color_ug,0.3728
color_ug,0.4176
color_ug,0.4624
color_ug,0.9328
color_ug,0.3408
color_ug,0.176
color_ug,0.2
color_ug,0.4816
color_ug,0.6992
color_ug,0.8112
color_ug,0.3888
color_ug,0.4208
color_ug,0.3984
color_ug,0.52
color_ug,0.3376
color_ug,0.1728
color_ug,0.9728
color_ug,0.2352
color_ug,0.6512
color_ug,0.5088
color_ug,0.8032
color_ug,0.2272
color_ug,0.784
color_ug,0.3456
color_ug,0.0864
color_ug,0.1232
color_ug,0.8192
color_ug,0.0016
color_ug,0.7312
color_ug,0.9712
color_ug,0.6848
color_ug,0.1264
color_ug,0.8368
color_ug,0.9216
color_ug,0.6272
color_ug,0.5296
color_ug,0.048
color_ug,0.848
color_ug,0.2768
color_ug,0.7184
color_ug,0.3968
color_ug,0.7504
color_ug,0.4688
color_ug,0.4816
color_ug,0.3168
color_ug,0.2848
color_ug,0.0528
color_ug,0.5968
color_ug,0.4576
color_ug,0.9072
color_ug,0.7232
color_ug,0.1808
color_ug,0.3248
color_ug,0.1248
color_ug,0.392
color_ug,0.8224
color_ug,0.0336
color_ug,0.2608
color_ug,0.4336
color_ug,0.5456
color_ug,0.392
color_ug,0.0416
color_ug,0.2624
color_ug,0.7056
color_ug,0.8944
color_ug,0.5056
color_ug,0.808
color_ug,0.9232
color_ug,0.8096
color_ug,0.4064
color_ug,0.3632
color_ug,0.768
color_ug,0.6208
color_ug,0.7936
color_ug,0.0192
color_ug,0.7648
color_ug,0.2928
color_ug,0.576
color_ug,0.856
color_ug,0.44
color_ug,0.3536
color_ug,0.064
color_ug,0.224
color_ug,0.2432
color_ug,0.2
color_ug,0.4912
color_ug,0.1904
color_ug,0.5792
color_ug,0.2768
color_ug,0.688
color_ug,0.3248
color_ug,0.4336
color_ug,0.7648
color_ug,0.5488
color_ug,0.1104
color_ug,0.9072
color_ug,0.8016
color_ug,0.5968
color_ug,0.344
color_ug,0.1424
color_ug,0.1248
color_ug,0.0048
color_ug,0.816
color_ug,0.88
color_ug,0.4496
color_ug,0.896
color_ug,0.8288
color_ug,0.28
color_ug,0.6944
color_ug,0.3728
color_ug,0.3632
color_ug,0.0848
color_ug,0.2272
color_ug,0.8096
color_ug,0.3728
color_ug,0.7328
color_ug,0.48
color_ug,0.6288
color_ug,0.6976
color_ug,1.0
color_ug,0.04
color_ug,0.7696
color_ug,0.208
color_ug,0.4544
color_ug,0.3424
color_ug,0.648
color_ug,0.192
color_ug,0.2208
color_ug,0.7872
color_ug,0.176
color_ug,0.9504
color_ug,0.7568
color_ug,0.3312
color_ug,0.4896
color_ug,0.7552
color_ug,0.6432
color_ug,0.472
color_ug,0.3552
color_ug,0.856
color_ug,0.1728
color_ug,0.2144
color_ug,0.3728
color_ug,0.4736
color_ug,0.8944
color_ug,0.0064
color_ug,0.7184
color_ug,0.656
color_ug,0.2736
color_ug,0.8432
color_ug,0.5168
color_ug,0.1664
color_ug,0.5296
color_ug,0.2192
color_ug,0.0816
color_ug,0.3744
color_ug,0.7824
color_ug,0.4224
color_ug,0.9408
color_ug,0.0192
color_ug,0.1872
color_ug,0.6944
color_ug,0.4112
color_ug,0.6672
color_ug,0.2576
color_ug,0.6192
color_ug,0.5632
color_ug,0.9872
color_ug,0.44
color_ug,0.8288
color_ug,0.3056
color_ug,0.032
color_ug,0.3472
color_ug,0.512
color_ug,0.6704
color_ug,0.4768
color_ug,0.9248
color_ug,0.2688
color_ug,0.7024
color_ug,0.144
color_ug,0.9008
color_ug,0.0816
color_ug,0.9488
color_ug,0.296
color_ug,0.9872
color_ug,0.3104
color_ug,0.0384
color_ug,0.6208
color_ug,0.816
color_ug,0.7008
color_ug,0.0512
color_ug,0.5296
color_ug,0.6912
color_ug,1.0
color_ug,0.1632
color_ug,0.1088
color_ug,0.4272
color_ug,0.672
color_ug,0.9248
color_ug,0.28
color_ug,0.6608
color_ug,0.5968
color_ug,0.928
color_ug,0.6368
color_ug,0.4
color_ug,0.9216
color_ug,0.8864
color_ug,0.5872
color_ug,0.672
color_ug,0.6256
color_ug,0.7328
color_ug,0.8448
color_ug,0.5216
color_ug,0.4208
color_ug,0.3536
color_ug,0.4816
color_ug,0.6512
color_ug,0.6672
color_ug,0.5456
color_ug,0.44
color_ug,0.112
color_ug,0.6288
color_ug,0.7056
color_ug,0.7632
color_ug,0.7456
color_ug,0.1568
color_ug,0.824
color_ug,0.5888
color_ug,0.992
color_ug,0.032
color_ug,0.9856
color_ug,0.9808
color_ug,0.9504
color_ug,0.4112
color_ug,0.3024
color_ug,0.9632
color_ug,0.0144
color_ug,0.1888
color_ug,0.8784
color_ug,0.9744
color_ug,0.2096
color_ug,0.3408
color_ug,0.1664
color_ug,0.4272
color_ug,0.2416
color_ug,0.5936
color_ug,0.4336
color_ug,0.8224
color_ug,0.2784
color_ug,0.1632
color_ug,0.5968
color_ug,0.648
color_ug,0.9232
color_ug,0.72
color_ug,0.1152
color_ug,0.9008
color_ug,0.2224
color_ug,0.5632
color_ug,0.0736
color_ug,0.9488
color_ug,0.1888
color_ug,0.6816
color_ug,0.816
color_ug,0.7248
color_ug,0.6048
color_ug,0.3904
color_ug,0.3184
color_ug,0.3552
color_ug,0.784
color_ug,0.5488
color_ug,0.1552
color_ug,0.784
color_ug,0.056
color_ug,0.336
color_ug,0.9184
color_ug,0.704
color_ug,0.4944
color_ug,0.5872
color_ug,0.12
color_ug,0.6112
color_ug,0.7872
color_ug,0.5312
color_ug,1.0
color_ug,0.1248
color_ug,0.4896
color_ug,0.0128
color_ug,0.2528
color_ug,0.5888
color_ug,0.5552
color_ug,0.2016
color_ug,0.6
color_ug,0.8432
color_ug,0.2432
color_ug,0.1328
color_ug,0.944
color_ug,0.6016
color_ug,0.2464
color_ug,0.3504
color_ug,0.9232
color_ug,0.3936
color_ug,0.1808
color_ug,0.6512
color_ug,0.1088
color_ug,0.6368
color_ug,0.8512
color_ug,0.9616
color_ug,0.2496
color_ug,0.4624
color_ug,0.9824
color_ug,0.5728
color_ug,0.2496
color_ug,0.0288
color_ug,0.224
color_ug,0.6656
color_ug,0.304
color_ug,0.5072
color_ug,0.4352
color_ug,0.544
color_ug,0.3776
color_ug,0.3936
color_ug,0.2496
color_ug,0.064
color_ug,0.5216
color_ug,0.64
color_ug,0.6688
color_ug,0.6
color_ug,0.9472
color_ug,0.0304
color_ug,0.9488
color_ug,0.88
color_ug,0.7888
color_ug,0.968
color_ug,0.7792
color_ug,0.6992
color_ug,0.8832
color_ug,0.3856
color_ug,0.44
color_ug,0.9664
color_ug,0.0448
color_ug,0.0128
color_ug,0.7488
color_ug,0.4832
color_ug,0.1552
color_ug,0.8928
color_ug,0.5792
color_ug,0.3584
color_ug,0.024
color_ug,0.7312
color_ug,0.7952
color_ug,0.3712
color_ug,0.544
color_ug,0.6896
color_ug,0.784
color_ug,0.208
color_ug,0.2272
color_ug,0.008
color_ug,0.4608
color_ug,0.5184
color_gr,0.3536
color_gr,0.8784
color_gr,0.9728
color_gr,0.6016
color_gr,0.4032
color_gr,0.8448
color_gr,0.1072
color_gr,0.088
color_gr,0.3056
color_gr,0.6256
color_gr,0.216
color_gr,0.5968
color_gr,0.1168
color_gr,0.184
color_gr,0.2224
color_gr,0.8496
color_gr,0.8576
color_gr,0.016
color_gr,0.4864
color_gr,0.2736
color_gr,0.1728
color_gr,0.7392
color_gr,0.7728
color_gr,0.6992
color_gr,0.2192
color_gr,0.0128
color_gr,0.3088
color_gr,0.7088
color_gr,0.4688
color_gr,0.2576
color_gr,0.6448
color_gr,0.6944
color_gr,0.5392
color_gr,0.0
color_gr,0.0896
color_gr,0.1456
color_gr,0.4688
color_gr,0.4448
color_gr,0.6592
color_gr,0.88
color_gr,0.3552
color_gr,0.7088
color_gr,0.4864
color_gr,0.9424
color_gr,0.832
color_gr,0.944
color_gr,0.4224
color_gr,0.9168
color_gr,0.4208
color_gr,0.9616
color_gr,0.5872
color_gr,0.2192
color_gr,0.3424
color_gr,0.4496
color_gr,0.1072
color_gr,0.2
color_gr,0.3712
color_gr,0.6096
color_gr,0.5392
color_gr,0.9856
color_gr,0.6736
color_gr,0.9648
color_gr,0.3376
color_gr,0.0944
color_gr,0.2288
color_gr,0.272
color_gr,0.0256
color_gr,0.8208
color_gr,0.224
color_gr,0.5072
color_gr,0.7632
color_gr,0.5888
color_gr,0.5808
color_gr,0.496
color_gr,0.7568
color_gr,0.9024
color_gr,0.8416
color_gr,0.9328
color_gr,0.1072
color_gr,0.8192
color_gr,0.2864
color_gr,0.16
color_gr,0.6736
color_gr,0.2912
color_gr,0.4912
color_gr,0.4272
color_gr,0.7152
color_gr,0.944
color_gr,0.2272
color_gr,0.1104
color_gr,0.1456
color_gr,0.9232
color_gr,0.336
color_gr,0.7584
color_gr,0.0384
color_gr,0.7248
color_gr,0.52
color_gr,0.624
color_gr,0.328
color_gr,0.848
color_gr,0.1056
color_gr,0.0944
color_gr,0.8768
color_gr,0.2816
color_gr,0.224
color_gr,0.9856
color_gr,0.2048
color_gr,0.4944
color_gr,0.5936
color_gr,0.4496
color_gr,0.4624
color_gr,0.0848
color_gr,0.8384
color_gr,0.3472
color_gr,0.424
color_gr,0.6
color_gr,0.8832
color_gr,0.9136
color_gr,0.304
color_gr,0.5152
color_gr,0.1808
color_gr,0.88
color_gr,0.1312
color_gr,0.8032
color_gr,0.9504
color_gr,0.1408
color_gr,0.3648
color_gr,0.3936
color_gr,0.672
color_gr,0.496
color_gr,0.4384
color_gr,0.9376
color_gr,0.0448
color_gr,0.8896
color_gr,0.7904
color_gr,0.3264
color_gr,0.008
color_gr,0.3584
color_gr,0.5088
color_gr,0.9856
color_gr,0.0656
color_gr,0.352
color_gr,0.2304
color_gr,0.9104
color_gr,0.5568
color_gr,0.8032
color_gr,0.224
color_gr,0.2896
color_gr,0.3216
color_gr,0.8432
color_gr,0.2448
color_gr,0.0208
color_gr,0.7008
color_gr,0.4864
color_gr,0.6416
color_gr,0.4848
color_gr,0.2608
color_gr,0.696
color_gr,0.6512
color_gr,0.3776
color_gr,0.528
color_gr,0.3152
color_gr,0.9136
color_gr,0.928
color_gr,0.96
color_gr,0.6864
color_gr,0.1296
color_gr,0.0048
color_gr,0.6832
color_gr,0.8528
color_gr,0.7312
color_gr,0.6896
color_gr,0.3744
color_gr,0.1024
color_gr,0.9664
color_gr,0.0
color_gr,0.5424
color_gr,0.2112
color_gr,0.6944
color_gr,0.5328
color_gr,0.8656
color_gr,0.0512
color_gr,0.256
color_gr,0.6064
color_gr,0.368
color_gr,0.9504
color_gr,0.5728
color_gr,0.4192
color_gr,0.4672
color_gr,0.016
color_gr,0.0256
color_gr,0.5504
color_gr,0.784
color_gr,0.1872
color_gr,0.2304
color_gr,0.2416
color_gr,0.6816
color_gr,0.5968
color_gr,0.28
color_gr,0.976
color_gr,0.7296
color_gr,0.736
color_gr,0.6592
color_gr,0.9952
color_gr,0.1168
color_gr,0.3952
color_gr,0.6896
color_gr,0.8688
color_gr,0.8192
color_gr,0.7712
color_gr,0.7056
color_gr,0.176
color_gr,0.992
color_gr,0.04
color_gr,0.4608
color_gr,0.0208
color_gr,0.936
color_gr,0.792
color_gr,0.4448
color_gr,0.1456
color_gr,0.36
color_gr,0.0496
color_gr,0.9824
color_gr,0.416
color_gr,0.4
color_gr,0.8752
color_gr,0.408
color_gr,0.5024
color_gr,0.352
color_gr,0.9824
color_gr,0.6064
color_gr,0.1152
color_gr,0.9504
color_gr,0.672
color_gr,0.1008
color_gr,0.4176
color_gr,0.2256
color_gr,0.5872
color_gr,0.1504
color_gr,0.4352
color_gr,0.5888
color_gr,0.496
color_gr,0.1136
color_gr,0.32
color_gr,0.1248
color_gr,0.7808
color_gr,0.1072
color_gr,0.9296
color_gr,0.7936
color_gr,0.0112
color_gr,0.4672
color_gr,0.4144
color_gr,0.1952
color_gr,0.872
color_gr,0.8096
color_gr,0.5632
color_gr,0.0352
color_gr,0.7456
color_gr,0.272
color_gr,0.264
color_gr,0.4208
color_gr,0.9488
color_gr,1.0
color_gr,0.5344
color_gr,0.1024
color_gr,0.6832
color_gr,0.288
color_gr,0.3744
color_gr,0.8704
color_gr,0.4224
color_gr,0.0928
color_gr,0.408
color_gr,0.2656
color_gr,0.3376
color_gr,0.5424
color_gr,0.064
color_gr,0.432
color_gr,0.6768
color_gr,0.4736
color_gr,0.3008
color_gr,0.4224
color_gr,0.0032
color_gr,0.5072
color_gr,0.032
color_gr,0.9904
color_gr,0.6432
color_gr,0.2672
color_gr,0.1136
color_gr,0.896
color_gr,0.0544
color_gr,0.1872
color_gr,0.2128
color_gr,0.7152
color_gr,0.5216
color_gr,0.9264
color_gr,0.0672
color_gr,0.9744
color_gr,0.296
color_gr,0.7824
color_gr,0.0528
color_gr,0.6048
color_gr,0.2416
color_gr,0.8336
color_gr,0.9904
color_gr,0.072
color_gr,0.5024
color_gr,0.1504
color_gr,0.8992
color_gr,0.3344
color_gr,0.352
color_gr,0.0592
color_gr,0.4192
color_gr,0.6048
color_gr,0.304
color_gr,0.488
color_gr,0.5104
color_gr,0.7616
color_gr,0.7808
color_gr,0.0368
color_gr,0.7616
color_gr,0.9392
color_gr,0.8528
color_gr,0.08
color_gr,0.352
color_gr,0.0848
color_gr,0.064
color_gr,0.3264
color_gr,0.3632
color_gr,0.7312
color_gr,0.1504
color_gr,0.4048
color_gr,0.272
color_gr,0.5888
color_gr,0.3072
color_gr,0.1296
color_gr,0.2096
color_gr,0.3408
color_gr,0.8848
color_gr,0.3136
color_gr,0.432
color_gr,0.4528
color_gr,0.2768
color_gr,0.632
color_gr,0.0624
color_gr,0.016
color_gr,0.0656
color_gr,0.9152
color_gr,0.4416
color_gr,0.2016
color_gr,0.6592
color_gr,0.8192
color_gr,0.0208
color_gr,0.848
color_gr,0.1632
color_gr,0.5328
color_gr,0.5744
color_gr,0.544
color_gr,0.9408
color_gr,0.776
color_gr,0.7744
color_gr,0.0512
color_gr,0.3456
color_gr,0.8816
color_gr,0.2416
color_gr,0.0496
color_gr,0.5792
color_gr,0.7312
color_gr,0.0944
color_gr,0.3968
color_gr,0.8
color_gr,0.7168
color_gr,0.7792
color_gr,0.904
color_gr,0.3904
color_gr,0.4096
color_gr,0.264
color_gr,0.1248
color_gr,0.8672
color_gr,0.7936
color_gr,0.856
color_gr,0.8128
color_gr,0.9152
color_gr,0.6048
color_gr,0.512
