N,first,second,diff,diff_sd,field,sample_i
474,0.13216516374734066,0.1332660826697951,-0.0011009189224544394,0.004872807971205188,color_ri,6
474,0.1461224978511238,0.16115190382828862,-0.015029405977164888,0.005095960894218315,color_iz,6
116,0.10344827586206896,0.10344827586206896,0.0,0.028398825769239154,missed_stars,7
358,0.04189944134078212,0.00558659217877095,0.036312849162011177,0.010604142491135435,missed_galaxies,7
474,0.1395529951081205,0.12041438586529926,0.01913860924282121,0.0036441808255505744,position,7
474,0.14177783982692244,0.12194304924727072,0.019834790579651734,0.00534557809624811,flux_r_mag,7
474,0.2975832978321523,0.2497228688092705,0.04786042902288169,0.013733004778197099,flux_r_nmgy,7
136,10.725952428697786,10.401556353090232,0.3243960756075539,0.9743721468028621,gal_angle_deg,7
170,0.2385067286605001,0.18208383362553993,0.056422895034960174,0.012721352301204495,gal_frac_dev,7
170,0.11942262353506264,0.08606524217198462,0.03335738136307797,0.008177010873526711,gal_axis_ratio,7
170,0.5686710409753241,0.3995829707229808,0.169088070252343,0.04095226925877651,gal_radius_px,7
474,0.4066659630631631,0.4055285804034118,0.0011373826597513566,0.009769875522397345,color_ug,7
474,0.1470609762435047,0.14759766265923435,-0.0005366864157296527,0.003666745727107659,color_gr,7
474,0.10959918938815441,0.11714904758852067,-0.007549858200366243,0.00535337101438509,color_ri,7
474,0.15954936840829595,0.17512261719458022,-0.015573248786284206,0.005204510062308379,color_iz,7
122,0.07377049180327869,0.10655737704918032,-0.03278688524590164,0.022503232295888957,missed_stars,8
352,0.045454545454545456,0.008522727272727272,0.036931818181818184,0.010781131872073165,missed_galaxies,8
474,0.13237156848439818,0.11519206269387738,0.017179505790520792,0.003424176445020229,position,8
474,0.13449205000783793,0.11423901018072624,0.020253039827111696,0.006127721418308405,flux_r_mag,8
474,0.32323703278564614,0.2693033907948852,0.05393364199076083,0.013109532709321949,flux_r_nmgy,8
122,9.215953197200237,9.885361101503682,-0.6694079043034463,0.47446442425472624,gal_angle_deg,8
155,0.22124434847814778,0.14984534081488443,0.0713990076632634,0.01199168036184109,gal_frac_dev,8
155,0.09782315981772009,0.06749192922976946,0.030331230587950606,0.007349582429586041,gal_axis_ratio,8
155,0.5283181359439869,0.3513652154089601,0.17695292053502656,0.047730150497175355,gal_radius_px,8
474,0.4104088258324171,0.399219425106987,0.01118940072543,0.010020578254780085,color_ug,8
474,0.15398093233047772,0.1560606010561321,-0.002079668725654343,0.0042146073283766535,color_gr,8
474,0.14461661436989828,0.1389060338020546,0.0057105805678436955,0.005603809400557962,color_ri,8
474,0.16090038380902835,0.1718902100919102,-0.010989826282881868,0.004977901097621764,color_iz,8
149,0.10738255033557047,0.09395973154362416,0.013422818791946308,0.0267888934122567,missed_stars,9
325,0.06461538461538462,0.006153846153846154,0.05846153846153846,0.01365810896098334,missed_galaxies,9
474,0.13395731085333673,0.12030799506078624,0.013649315792550458,0.0032687702337644013,position,9
474,0.14412681225766738,0.11708210835354992,0.027044703904117458,0.005707188351975384,flux_r_mag,9
474,0.3157410915476948,0.24735364664097,0.06838744490672462,0.012472880367889487,flux_r_nmgy,9
116,8.497327873441929,8.868616606770004,-0.3712887333280778,0.3137070819860484,gal_angle_deg,9
146,0.22641057979594947,0.1711701607386296,0.055240419057319995,0.01217318668080155,gal_frac_dev,9
146,0.118402264723972,0.0837075174951639,0.03469474722880811,0.007841087040440866,gal_axis_ratio,9
146,0.573614803821097,0.37116697019552675,0.2024478336255701,0.04541567000888277,gal_radius_px,9
474,0.4383146417356534,0.42035454410717593,0.01796009762847743,0.009678012131184525,color_ug,9
474,0.1448469232737791,0.15252496347469013,-0.007678040200911011,0.0035453968216567896,color_gr,9
474,0.1365214406124112,0.14560475070556617,-0.009083310093154972,0.00512881905167262,color_ri,9
474,0.19620910353588514,0.20444673624350065,-0.008237632707615584,0.006119458939225395,color_iz,9
143,0.11188811188811189,0.06993006993006994,0.04195804195804196,0.023267303840409193,missed_stars,10
331,0.06948640483383686,0.0030211480362537764,0.06646525679758308,0.014275451237031188,missed_galaxies,10
474,0.12768327708824334,0.10977305705319426,0.017910220035049072,0.003591895870127279,position,10
474,0.1394166879797076,0.10608348389938661,0.03333320408032101,0.0064982103032967505,flux_r_mag,10
474,0.326734253901437,0.2425229755162894,0.08421127838514755,0.017560203171921883,flux_r_nmgy,10
122,10.621387062640414,11.911790174448331,-1.2904031118079127,0.9808296462237857,gal_angle_deg,10
151,0.22092445062369814,0.15667043400320393,0.06425401662049408,0.011775993368791416,gal_frac_dev,10
151,0.12741051173119944,0.07721290078205588,0.05019761094914352,0.008513640934166754,gal_axis_ratio,10
151,0.644874394364571,0.37089982633574237,0.2739745680288286,0.058017290866841646,gal_radius_px,10
474,0.3690254792754712,0.37226814449034845,-0.003242665214877432,0.009728963139863087,color_ug,10
474,0.14956523632443913,0.14257349951585893,0.006991736808580246,0.003971656939740123,color_gr,10
474,0.1438194649314316,0.13487632257643667,0.008943142354994974,0.004971963606048243,color_ri,10
474,0.18154490288835926,0.18296925087499624,-0.0014243479866369515,0.005172291508725782,color_iz,10
124,0.13709677419354838,0.08870967741935484,0.04838709677419355,0.026657866791656055,missed_stars,11
350,0.06571428571428571,0.014285714285714285,0.05142857142857143,0.011822914164419059,missed_galaxies,11
474,0.11797389283316854,0.10755854213974626,0.010415350693422273,0.002623675279892977,position,11
474,0.1160793868192884,0.11060185141318486,0.0054775354061035305,0.004597073624621049,flux_r_mag,11
474,0.2709377391951211,0.23679419442261188,0.034143544772509166,0.01141060625859204,flux_r_nmgy,11
128,10.980276052907266,11.296813520482523,-0.31653746757525364,0.49421662381357223,gal_angle_deg,11
161,0.22037610503204932,0.15979103399303238,0.06058507103901684,0.01298638533595075,gal_frac_dev,11
161,0.13570448403928875,0.08224961171949534,0.05345487231979342,0.009889915716791072,gal_axis_ratio,11
161,0.3797879379710416,0.3215624031805464,0.05822553479049518,0.0323261666372023,gal_radius_px,11
474,0.39213722573060356,0.3586086185603727,0.03352860717023074,0.010831012045576403,color_ug,11
474,0.14617117446274938,0.15382882018158206,-0.007657645718832654,0.003665357112602533,color_gr,11
474,0.12651417974992846,0.13498398434042583,-0.008469804590497412,0.004724068484861419,color_ri,11
474,0.16866827884360955,0.18429597605065415,-0.015627697207044676,0.0059025998968129986,color_iz,11
127,0.12598425196850394,0.07874015748031496,0.047244094488188976,0.0239940708748049,missed_stars,12
347,0.05187319884726225,0.005763688760806916,0.04610951008645533,0.012529142536586154,missed_galaxies,12
474,0.14373888181570985,0.12117724374718931,0.022561638068520504,0.004200765671054414,position,12
474,0.15242353712812443,0.11338839639920963,0.03903514072891479,0.006838936201890608,flux_r_mag,12
474,0.3326728000818608,0.2563495143913611,0.07632328569049951,0.014971900374213037,flux_r_nmgy,12
127,9.364381849274473,10.369465348180944,-1.0050834989064756,0.646344851789262,gal_angle_deg,12
158,0.24557099911853114,0.16616290267229486,0.0794080964462364,0.013283671062815751,gal_frac_dev,12
158,0.12546650890092076,0.08311985108495186,0.04234665781596882,0.007881348458557211,gal_axis_ratio,12
158,1.010954686415656,0.5968551137031768,0.41409957271247916,0.0789177969571924,gal_radius_px,12
474,0.4124510787625026,0.4026767290940438,0.009774349668458663,0.00986311329175009,color_ug,12
474,0.15841578001397416,0.1647110675347747,-0.006295287520800532,0.0034008355562887404,color_gr,12
474,0.13892863633384966,0.1357368384378468,0.003191797896002791,0.005420644939496168,color_ri,12
474,0.1957016859003665,0.21156164341301117,-0.015859957512644688,0.005582288516014001,color_iz,12
135,0.08148148148148149,0.1111111111111111,-0.02962962962962963,0.0245842526835243,missed_stars,13
339,0.032448377581120944,0.0029498525073746312,0.029498525073746312,0.01005093469042437,missed_galaxies,13
474,0.14409683974183113,0.1313809031205929,0.012715936621238213,0.002853961739087423,position,13
474,0.12997084744293066,0.11301999909503971,0.01695084834789097,0.005418643936102655,flux_r_mag,13
474,0.2900411817708807,0.2460277665672246,0.044013415203656,0.013799401983182287,flux_r_nmgy,13
131,11.429537175160267,12.785048875224684,-1.3555117000644192,0.7583177686451261,gal_angle_deg,13
159,0.24062232492752203,0.16230534825418716,0.0783169766733348,0.01218366109571724,gal_frac_dev,13
159,0.12464273735543384,0.08022751971222761,0.044415217643206155,0.008296395318711585,gal_axis_ratio,13
159,0.6469882819682801,0.36299246703304305,0.2839958149352365,0.06601377327551113,gal_radius_px,13
474,0.43949319789002733,0.4142617127103884,0.025231485179639024,0.009892545314598353,color_ug,13
474,0.1525340910001701,0.15102605337640926,0.0015080376237608492,0.0031040564105456903,color_gr,13
474,0.10843745984438034,0.11260268777664775,-0.004165227932267421,0.0038272396673221846,color_ri,13
474,0.1539012603488311,0.16191556119011435,-0.008014300841283366,0.004675061305950927,color_iz,13
141,0.14184397163120568,0.09219858156028368,0.04964539007092199,0.027520237197685482,missed_stars,14
333,0.05405405405405406,0.003003003003003003,0.05105105105105105,0.012079660446341099,missed_galaxies,14
474,0.12671264403427096,0.107710716154781,0.01900192787949,0.0037585130877493705,position,14
474,0.12261758875864642,0.10145888541693592,0.02115870334171051,0.005259783333137348,flux_r_mag,14
474,0.26250251197532326,0.2175447839202695,0.04495772805505377,0.009773729728238284,flux_r_nmgy,14
127,8.329591020310845,8.548996210544644,-0.21940519023380084,0.2991796378956797,gal_angle_deg,14
159,0.25870475122032766,0.1618057725917396,0.09689897862858808,0.012863150479021692,gal_frac_dev,14
159,0.12177891403641147,0.08268152814810475,0.03909738588830665,0.00783997750167702,gal_axis_ratio,14
159,0.7936580164126398,0.6429136941634762,0.15074432224916307,0.03278697492321881,gal_radius_px,14
474,0.4203513711294848,0.39717098469112705,0.023180386438357646,0.010199968034303245,color_ug,14
474,0.15631418883881998,0.15721305903840485,-0.0008988701995848459,0.004091444663460568,color_gr,14
474,0.1318924316680631,0.12932376272324736,0.002568668944815781,0.0053154261802698475,color_ri,14
474,0.16986584588552917,0.18183250821204466,-0.011966662326515484,0.0054137853849026306,color_iz,14
138,0.12318840579710146,0.10144927536231885,0.021739130434782608,0.028078750371765562,missed_stars,15
336,0.05952380952380952,0.011904761904761904,0.047619047619047616,0.012926973491598279,missed_galaxies,15
474,0.1346678490151432,0.11499267609542117,0.019675172919722046,0.00411952972017967,position,15
474,0.13254255166388845,0.1025372120158078,0.03000533964808066,0.0054808627912756765,flux_r_mag,15
474,0.29733239223812086,0.23431623626314338,0.06301615597497755,0.011754892143230973,flux_r_nmgy,15
123,11.57797044293502,11.399832393247939,0.17813804968707617,0.9690183100244234,gal_angle_deg,15
147,0.26462487256912914,0.1803527607043091,0.08427211186481995,0.013949797531275347,gal_frac_dev,15
147,0.1350072905626129,0.08566632400309908,0.04934096655951379,0.009696535076144184,gal_axis_ratio,15
147,0.7269240511645123,0.5333397701487371,0.19358428101577516,0.04522380960362387,gal_radius_px,15
474,0.37730947715641155,0.3548992675179676,0.02241020963844398,0.010110754137535113,color_ug,15
474,0.14126897089208496,0.14468141038997845,-0.0034124394978935183,0.003936064309301033,color_gr,15
474,0.12465418703580522,0.12502013229415576,-0.00036594525835056664,0.005055641914176337,color_ri,15
474,0.15523032811567347,0.1606934194547235,-0.0054630913390500266,0.004715202481511082,color_iz,15
145,0.11724137931034483,0.11724137931034483,0.0,0.028735632183908077,missed_stars,16
329,0.060790273556231005,0.0182370820668693,0.0425531914893617,0.01379264976437101,missed_galaxies,16
474,0.14499000527827802,0.12294959300553941,0.02204041227273857,0.003978024251697587,position,16
474,0.14913942258943771,0.12617283655284398,0.02296658603659374,0.006507465797309267,flux_r_mag,16
474,0.30003483847227225,0.24076057399391101,0.05927426447836122,0.014161295518885508,flux_r_nmgy,16
126,12.907492710945208,12.473676543387233,0.4338161675579715,0.8105336169469902,gal_angle_deg,16
157,0.2769065377437503,0.18692032956928686,0.08998620817446325,0.013773813005335207,gal_frac_dev,16
157,0.12515040190275004,0.07569204326509649,0.049458358637653466,0.00843971705608783,gal_axis_ratio,16
157,0.7425440678962685,0.5873917062525628,0.15515236164370563,0.0313987510372778,gal_radius_px,16
474,0.39960557903673,0.3915865639158655,0.008019015120864639,0.009846176603448204,color_ug,16
474,0.15436911421488597,0.15734010685239744,-0.0029709926375114833,0.003486919930604056,color_gr,16
474,0.11056025961185892,0.10803346551004596,0.002526794101812936,0.003944829109568819,color_ri,16
474,0.15314845804432575,0.16252721331005188,-0.009378755265726148,0.004586760285269582,color_iz,16
118,0.11864406779661017,0.11016949152542373,0.00847457627118644,0.024539152835356858,missed_stars,17
356,0.05337078651685393,0.014044943820224719,0.03932584269662921,0.011628680227492558,missed_galaxies,17
474,0.13573946234281112,0.11788801345609332,0.01785144888671782,0.0035122172164840254,position,17
474,0.14780179170792776,0.11857688953100176,0.029224902176926,0.005048470075974985,flux_r_mag,17
474,0.3529822856807958,0.2815099509411306,0.07147233473966515,0.015361492354490709,flux_r_nmgy,17
145,10.137553380569262,10.037055803210457,0.10049757735881394,0.3480101801729399,gal_angle_deg,17
172,0.27115204160223955,0.17071578211045538,0.10043625949178418,0.011683992466897133,gal_frac_dev,17
172,0.11577871510176119,0.07705520974759476,0.03872350535416636,0.006631336917260374,gal_axis_ratio,17
172,0.8609965546361837,0.5348044809954925,0.3261920736406913,0.055645036566928915,gal_radius_px,17
474,0.37446498539263395,0.37204622040416657,0.00241876498846733,0.008777169429228729,color_ug,17
474,0.1458262055622921,0.1556118997750291,-0.009785694212736874,0.0032388431566838676,color_gr,17
474,0.1169742503743317,0.12772762923659658,-0.010753378862264882,0.005533438258652539,color_ri,17
474,0.1663020009121507,0.17633751840286466,-0.010035517490714114,0.005991831822598284,color_iz,17
133,0.09774436090225563,0.08270676691729323,0.015037593984962405,0.020694807615157157,missed_stars,18
341,0.03519061583577713,0.002932551319648094,0.03225806451612903,0.009582072996548462,missed_galaxies,18
474,0.11976283398117492,0.10721494943510614,0.012547884546068828,0.002853297011296514,position,18
474,0.13865831445736718,0.11116099700846034,0.027497317448906853,0.0058991484620959595,flux_r_mag,18
474,0.31702099347474183,0.25783113531970475,0.05918985815503706,0.011529193321724085,flux_r_nmgy,18
128,10.971240746281197,10.718484008610918,0.25275673767028284,0.7668230370489368,gal_angle_deg,18
161,0.266623477633819,0.18275881762188728,0.08386466001193148,0.011930319984597312,gal_frac_dev,18
161,0.11239678554659921,0.08063120182419604,0.031765583722403186,0.006708309274452801,gal_axis_ratio,18
161,0.792421933460908,0.5041124407670433,0.28830949269386497,0.06226845937624889,gal_radius_px,18
474,0.3756602228954156,0.3706148723000246,0.005045350595390888,0.009997398503818816,color_ug,18
474,0.14089929489179964,0.14794282899003877,-0.0070435340982391,0.004140297275645754,color_gr,18
474,0.12591158351609297,0.13313443728496424,-0.00722285376887128,0.005074441432242919,color_ri,18
474,0.1718393734240206,0.18276330282758263,-0.010923929403562084,0.005471268415902347,color_iz,18
119,0.1092436974789916,0.05042016806722689,0.058823529411764705,0.026663690235275938,missed_stars,19
355,0.059154929577464786,0.0028169014084507044,0.056338028169014086,0.012254833561677218,missed_galaxies,19
474,0.13380892928617225,0.12148369065078718,0.012325238635385054,0.0026384126755396543,position,19
474,0.15827488913363355,0.11538717690763779,0.042887712225995765,0.007512439818418568,flux_r_mag,19
474,0.3564670079903567,0.2648829239418624,0.0915840840484941,0.01763446874058507,flux_r_nmgy,19
137,8.656104294775853,9.748379163016974,-1.0922748682411154,0.6264086380552908,gal_angle_deg,19
170,0.23284639444274915,0.1554538543536299,0.07739254008911907,0.012070001421668433,gal_frac_dev,19
170,0.10726390444554722,0.06781196153894685,0.03945194290660036,0.007459014541908762,gal_axis_ratio,19
170,1.1366103456449264,0.7468067716279526,0.3898035740169737,0.07489157581859524,gal_radius_px,19
474,0.4163459902257525,0.39094986529346154,0.025396124932291087,0.010608189887014651,color_ug,19
474,0.15070772134684973,0.1499914593805394,0.000716261966310349,0.004155618019147391,color_gr,19
474,0.1445904018088315,0.13615972518086622,0.008430676627965272,0.0057679761146365435,color_ri,19
474,0.1888279310881936,0.1941229721761383,-0.005295041087944758,0.00621799588795482,color_iz,19
129,0.09302325581395349,0.13953488372093023,-0.046511627906976744,0.0256737234486275,missed_stars,20
345,0.07246376811594203,0.002898550724637681,0.06956521739130435,0.014232582147724191,missed_galaxies,20
474,0.1477336268754292,0.12951501874182936,0.018218608133599816,0.0033037948108945525,position,20
474,0.15732484803377925,0.12733179901545766,0.029993049018321633,0.0067635989706004394,flux_r_mag,20
474,0.31890552120932314,0.2532711199668472,0.0656344012424759,0.016662485943187786,flux_r_nmgy,20
128,10.585845030170738,10.895823758445285,-0.3099787282745432,0.9192981816660575,gal_angle_deg,20
157,0.2385401511351383,0.18214244189876713,0.056397709236371316,0.013498918424766788,gal_frac_dev,20
157,0.14019204038815017,0.08819967769775368,0.0519923626903964,0.009249652786209704,gal_axis_ratio,20
157,0.6182349664473633,0.37095274692178193,0.24728221952558158,0.054927357476361724,gal_radius_px,20
474,0.4363419966920711,0.4307839793220169,0.005558017370054247,0.011108763360716641,color_ug,20
474,0.15986849973393683,0.16340133551063457,-0.003532835776697727,0.003387928634653302,color_gr,20
474,0.13173860928897907,0.13413346485661476,-0.0023948555676357114,0.004477728531514801,color_ri,20
474,0.1659034627602698,0.1785527875264257,-0.01264932476615591,0.004067849900397644,color_iz,20
114,0.07894736842105263,0.06140350877192982,0.017543859649122806,0.028869990158009777,missed_stars,21
360,0.05,0.005555555555555556,0.044444444444444446,0.01208939955591163,missed_galaxies,21
474,0.1314267167759319,0.11470349410476689,0.01672322267116499,0.0036741354370984297,position,21
474,0.12211660568861343,0.09723469719922419,0.024881908489389256,0.005931304975435018,flux_r_mag,21
474,0.313427691017523,0.24209034255381479,0.07133734846370818,0.016965149382498507,flux_r_nmgy,21
133,10.903483500852943,12.00521314530836,-1.1017296444554148,0.4579737336373557,gal_angle_deg,21
167,0.268867058962006,0.16466997831222463,0.10419708064978127,0.013931577441446154,gal_frac_dev,21
167,0.1435657373578129,0.08995706361176083,0.05360867374605203,0.009168440258352001,gal_axis_ratio,21
167,0.6648834880355889,0.3829564128973736,0.28192707513821524,0.0673201505673032,gal_radius_px,21
474,0.3891749900103478,0.38453106408861043,0.004643925921737417,0.008927861464083111,color_ug,21
474,0.15021810745350714,0.14814046191545058,0.002077645538056602,0.003405431627402607,color_gr,21
474,0.12267485486527177,0.12115579981668072,0.0015190550485910698,0.004537881794984479,color_ri,21
474,0.17185923498337416,0.18245435476965172,-0.010595119786277517,0.005920766624107843,color_iz,21
118,0.1016949152542373,0.059322033898305086,0.0423728813559322,0.02687901150866994,missed_stars,22
356,0.05898876404494382,0.019662921348314606,0.03932584269662921,0.012221386027097865,missed_galaxies,22
474,0.1301285481017411,0.11728408440331048,0.01284446369843064,0.0032058622561756686,position,22
474,0.15003150461827533,0.11868166874262961,0.03134983587564571,0.006577029447279088,flux_r_mag,22
474,0.33822465005507024,0.2542242354044774,0.08400041465059278,0.017700938854951276,flux_r_nmgy,22
133,9.417701941975425,10.02755993998543,-0.6098579980100035,0.8592577512462057,gal_angle_deg,22
162,0.22004073951058897,0.1582060999550178,0.06183463955557115,0.01128733113732887,gal_frac_dev,22
162,0.11234569730575276,0.07984558109455105,0.0325001162112017,0.00653290526727704,gal_axis_ratio,22
162,0.6476268688136012,0.3479963506429753,0.29963051817062575,0.07857880882139849,gal_radius_px,22
474,0.4217062065277625,0.39767899995668243,0.02402720657108007,0.009829958973861979,color_ug,22
474,0.15277032758933023,0.15242678715185537,0.00034354043747490735,0.003306947530303169,color_gr,22
474,0.11001210953544276,0.11773042247615514,-0.007718312940712398,0.00391194064713213,color_ri,22
474,0.16831575224210832,0.18052003996648658,-0.012204287724378267,0.005223076391810235,color_iz,22
149,0.08053691275167785,0.0738255033557047,0.006711409395973154,0.023196582406430362,missed_stars,23
325,0.055384615384615386,0.006153846153846154,0.04923076923076923,0.01201941595298939,missed_galaxies,23
474,0.1370513221091961,0.12044109560373208,0.01661022650546402,0.003270994048573133,position,23
474,0.13524044627421794,0.10766375855954356,0.027576687714674357,0.006621162450142719,flux_r_mag,23
474,0.28750346069826266,0.2210775237273639,0.06642593697089876,0.016468043743898837,flux_r_nmgy,23
124,11.029965120377788,11.966959790772478,-0.9369946703946914,0.3917102116698199,gal_angle_deg,23
152,0.20269232837657,0.1800540571038055,0.022638271272764597,0.012777252999502916,gal_frac_dev,23
152,0.13703086845856097,0.08387711689203631,0.053153751566524625,0.009329436514019867,gal_axis_ratio,23
152,0.6488904759856415,0.3447584499819807,0.30413202600366107,0.07160773812548174,gal_radius_px,23
474,0.4018612414448599,0.3861692698265848,0.01569197161827506,0.009035296021092366,color_ug,23
